"A1" "A2" "A3" "B1" "B2" "B3"
"286359" 0 0 0 0 0 0
"23424" 522 757 1186 1776 2444 2103
"7111" 14 0 8 19 28 26
"158427" 332 248 340 582 808 760
"4686" 1500 1735 1807 2519 3311 3277
"7507" 630 549 619 523 571 696
"2304" 0 4 0 0 0 0
"51531" 591 833 572 718 723 902
"55363" 18 0 4 6 0 0
"10541" 10503 7602 7212 5430 6327 7672
"54187" 1611 1037 1496 3762 4486 5366
"9830" 1351 1318 2359 5255 6551 6073
"7464" 560 284 413 2660 2675 3258
"55357" 1958 3243 2054 6059 8821 8787
"9568" 0 0 0 0 0 4
"203286" 108 63 72 235 270 430
"79695" 68 28 20 1641 1894 2366
"1306" 0 12 0 184 113 163
"7046" 2219 2601 2318 11050 13530 15423
"85365" 809 718 770 2369 2381 3012
"10952" 2523 1534 1643 3282 3340 4108
"100507438" 0 0 0 0 0 0
"8013" 5221 1315 717 2102 2372 2271
"55014" 508 700 779 1255 1591 1604
"23071" 3711 2862 2732 3788 4286 5133
"27130" 388 252 305 795 768 763
"54881" 367 410 571 701 863 867
"100507449" 14 0 6 11 0 2
"91283" 157 153 168 2071 1802 2350
"8577" 10 0 4 224 146 238
"347273" 0 3 6 66 55 35
"54886" 0 0 0 0 0 0
"570" 0 2 0 0 0 1
"54534" 124 112 99 603 779 712
"7743" 64 109 147 681 666 799
"229" 0 0 0 2 2 4
"100507465" 0 0 0 0 0 0
"84302" 0 0 0 2 0 0
"56254" 681 758 1075 2400 2765 3146
"116443" 5 87 54 98 159 195
"5535" 0 1 4 2 0 4
"1539" 0 0 0 0 0 0
"10592" 87 122 170 1158 1192 1509
"138805" 0 0 0 0 0 0
"138804" 0 0 0 0 0 0
"138803" 0 0 0 0 0 0
"138802" 0 0 0 0 0 0
"138799" 0 0 0 0 0 0
"392376" 0 0 0 0 0 0
"286362" 0 0 0 0 0 0
"286365" 0 0 0 0 2 0
"25934" 1089 1296 1144 1334 2255 2341
"55335" 62 24 39 17 53 35
"286367" 93 62 73 56 60 73
"19" 8466 9310 3407 17589 21635 22928
"23446" 1779 1410 1396 4059 3722 4518
"83856" 109 119 117 410 649 658
"2218" 179 224 235 579 705 1074
"6887" 0 0 0 2 2 4
"55151" 393 255 268 2367 2088 3147
"58499" 0 2 6 2 0 17
"5887" 8431 5179 7117 8216 8986 10609
"100507478" 0 0 0 0 0 0
"9314" 44315 33736 39576 2538 3409 5336
"10880" 0 0 0 2 0 2
"10881" 0 0 0 0 0 0
"8518" 800 654 1213 1558 1895 2156
"54942" 285 187 265 862 695 1012
"8727" 121 66 93 987 1209 1802
"23731" 837 1143 1057 3193 3625 4139
"407036" 0 5 4 2 0 0
"23732" 0 0 0 0 0 0
"54566" 0 0 0 0 0 0
"5774" 0 0 0 0 0 0
"114299" 0 0 0 0 0 4
"445815" 0 0 0 1 0 2
"11217" 0 0 2 5 5 9
"401546" 0 0 0 3 0 12
"7295" 1956 1490 1550 7196 10185 11479
"255220" 0 0 0 0 0 0
"79987" 0 7 8 13 10 11
"4593" 0 0 6 0 0 0
"1902" 197 221 179 637 663 827
"100288449" 8 24 26 12 26 28
"26248" 0 0 0 0 0 0
"23392" 5192 5426 5810 8267 8565 10896
"158399" 16 12 6 0 6 4
"22949" 28 19 18 1583 1636 2253
"652972" 0 0 0 0 1 0
"548645" 976 599 897 483 575 595
"552891" 0 0 0 0 0 0
"2790" 8 26 24 16 14 17
"158401" 0 0 1 29 42 17
"7357" 633 521 996 1930 2249 2306
"64420" 2096 2465 2213 1806 3446 3117
"9991" 6534 9394 6611 9825 12353 13623
"84263" 373 270 415 1405 1863 2142
"100507604" 0 0 0 0 2 0
"100133204" 0 0 0 0 3 3
"158405" 282 289 243 123 94 101
"58493" 361 336 251 1098 1283 1325
"401548" 8072 7901 7692 4947 6055 7150
"57864" 447 373 564 101 140 174
"169834" 10 26 4 0 8 6
"7539" 0 9 0 12 22 18
"100128385" 2 0 4 49 20 16
"286333" 16 69 65 72 62 47
"1318" 2852 3063 3881 5188 5118 6442
"23307" 3440 4477 4661 10638 11392 12750
"1317" 1550 2429 2111 8979 8658 12719
"246184" 243 274 227 510 606 518
"9128" 978 809 721 1568 2016 2191
"138065" 0 2 0 0 0 0
"100507626" 0 0 0 0 0 4
"114987" 0 4 2 41 48 54
"54836" 0 0 4 12 4 8
"100507643" 0 0 0 0 0 0
"81932" 279 132 115 710 877 947
"210" 1708 1514 1432 2757 3140 3927
"54107" 4667 3631 3736 2841 3309 3932
"257169" 4 10 2 13 26 18
"5998" 305 262 234 860 1055 1129
"114991" 516 648 682 1384 2881 2502
"259" 0 1 0 0 20 2
"113220" 0 0 0 0 0 0
"85301" 0 4 0 22 9 12
"619556" 0 0 0 0 0 0
"5004" 6 32 23 0 0 0
"5005" 22 29 36 5 0 2
"80709" 13569 14409 12652 3374 4031 4348
"25861" 264 312 307 546 1420 630
"9550" 5494 4803 3907 5783 6514 7043
"203197" 1329 2429 2222 825 1109 1139
"100129633" 0 0 2 0 0 0
"100505478" 0 0 7 0 0 2
"9966" 36 0 28 436 286 519
"100505521" 643 498 304 521 857 974
"944" 1509 1177 904 1240 1773 2176
"3371" 31 12 8 1712 1237 3372
"50514" 0 0 0 0 0 0
"58483" 0 0 0 0 0 0
"5069" 6 0 0 22 24 9
"23245" 0 0 0 97 124 69
"100128505" 0 0 0 0 0 0
"22954" 28 15 14 338 451 397
"100124538" 0 0 0 0 0 0
"7099" 2534 3109 3101 4920 7220 9823
"442434" 0 0 0 0 0 0
"1620" 0 0 0 0 4 0
"406939" 0 0 0 0 0 0
"55755" 1357 1112 1367 1492 1804 2492
"1955" 4850 4686 6933 3744 4886 6721
"26190" 2589 3039 3740 4785 5200 6211
"100288842" 1 0 7 38 9 30
"5711" 1235 1660 1754 1978 2088 2711
"253039" 308 312 545 674 645 863
"26147" 1672 1885 1527 1447 1599 1767
"7185" 846 816 1118 1847 1587 1068
"727" 321 169 242 673 793 698
"11064" 1226 1412 1883 1965 2308 2782
"51552" 6726 5596 6733 10037 10075 11000
"2934" 4325 3092 2067 324064 233692 244641
"100128064" 15 0 6 149 209 104
"2040" 3105 3144 3545 12617 11335 13369
"2681" 1238 643 422 2263 3058 2299
"153090" 24 24 22 7 5 4
"158135" 193 176 179 239 272 244
"401550" 0 4 0 0 3 0
"4702" 77 120 90 1748 2022 2267
"254956" 0 0 0 0 0 0
"26468" 0 0 0 0 0 0
"92400" 2096 1543 1630 1365 1465 1635
"92399" 619 440 542 1408 1614 1621
"5742" 2650 3047 3182 6122 7438 6246
"347168" 0 0 0 0 0 0
"26740" 0 0 0 0 0 0
"26219" 0 0 0 0 0 0
"138883" 0 0 0 0 0 0
"138882" 0 0 0 0 0 0
"138881" 0 0 4 0 7 1
"158131" 0 0 0 0 0 0
"347169" 0 0 0 0 0 0
"26737" 0 0 0 0 4 0
"26735" 0 0 0 0 0 0
"254973" 0 0 0 0 0 0
"392390" 0 0 0 0 0 0
"392391" 0 0 0 0 0 4
"392392" 1 0 0 0 0 8
"5082" 610 780 1058 1754 1540 2168
"54542" 1732 2180 1783 1158 1374 1544
"692206" 0 0 0 0 0 0
"10773" 321 260 238 661 631 705
"57684" 225 223 370 126 202 193
"23637" 1079 1476 1355 2378 2771 2841
"2844" 4 10 0 0 0 8
"81571" 47 26 54 131 231 264
"693185" 0 0 0 0 0 0
"55342" 205 109 159 884 1146 1567
"286204" 66 99 106 7 18 14
"57706" 6406 7713 6669 1232 1979 1946
"693186" 5 20 2 0 0 0
"100505588" 0 0 0 0 2 0
"9355" 0 0 0 19 10 16
"10783" 1350 1891 1201 23736 23497 25683
"5695" 1779 1216 1149 1320 1531 1877
"100129034" 1880 3025 3333 20787 19383 22429
"347088" 0 0 0 0 0 0
"2516" 6 0 0 0 0 0
"2649" 152 92 128 48 38 39
"406954" 0 0 0 0 0 0
"406956" 0 0 0 0 0 0
"100505607" 4 0 5 0 0 8
"169611" 21 18 29 5 33 12
"401551" 0 1 0 0 0 0
"11224" 16928 11576 10458 8638 10002 11771
"81873" 2944 1667 2429 1985 2256 2459
"2800" 815 1330 1291 1374 1540 1614
"286205" 314 160 430 347 392 455
"5537" 5618 4104 3952 3337 3833 4599
"10244" 246 203 269 778 855 1262
"3309" 19966 12497 13249 36250 42179 51253
"26130" 3287 3790 3878 3551 3862 4381
"79109" 3734 2480 3343 5183 5933 8156
"51145" 0 0 0 0 10 6
"5090" 1000 791 839 1300 1376 1909
"89853" 1229 1450 1377 174 356 365
"4010" 0 0 0 2 0 0
"100505986" 0 0 0 0 0 0
"23099" 13254 7373 7506 2150 2394 2996
"403341" 3297 4087 6040 1560 1630 1843
"9649" 222 342 389 242 358 361
"23452" 0 0 6 0 0 0
"84253" 6 15 33 33 66 76
"29988" 428 313 353 752 1041 1328
"7633" 45 49 83 498 509 532
"6136" 31453 24451 21263 15741 19510 24995
"26783" 5 8 2 9 18 12
"90678" 1151 1279 1188 1335 1748 1837
"64855" 12301 10046 6267 48618 47241 54749
"100506005" 65 73 18 23 29 33
"6812" 21 22 27 2359 2810 2445
"286207" 0 3 24 80 78 89
"138428" 70 49 52 432 391 600
"158248" 18 22 2 0 14 0
"27433" 3307 2558 2594 1663 1764 1891
"10044" 2458 3511 3621 728 1396 1083
"100422910" 113 78 92 24 50 51
"1025" 7709 7091 6374 3073 3270 3752
"2356" 2603 2264 2071 3078 3589 4592
"2022" 3615 5393 2331 17073 16272 18632
"100506040" 352 502 476 244 167 165
"203" 170 296 202 2059 1312 2313
"30815" 2069 2648 1946 6981 5295 8274
"27090" 407 571 266 4130 2977 4554
"138429" 23 11 16 85 71 233
"8818" 413 220 358 1694 1725 2337
"399665" 882 671 653 537 669 809
"203245" 328 295 251 601 730 803
"114789" 1900 2205 2980 1923 2034 2136
"100289019" 701 1046 1127 438 391 432
"80142" 1425 1201 1216 2054 2415 2798
"389791" 0 0 22 18 5 10
"3934" 12 2 12 0 0 0
"79095" 2120 1328 1421 3049 3072 4891
"25792" 5572 3863 4077 4482 4902 5397
"1759" 199 167 151 499 648 421
"406978" 0 0 0 0 0 0
"100422893" 0 0 0 0 0 0
"2801" 2431 2419 2323 3867 4084 4696
"375757" 155 76 70 247 257 265
"26995" 122 85 119 970 1084 1415
"51117" 599 456 551 1022 1018 1265
"10999" 299 177 308 2599 2784 3494
"81605" 2127 1564 1816 2694 3084 3911
"407003" 0 0 0 0 0 0
"100506065" 0 0 0 0 0 0
"51148" 87 28 35 1311 1058 1380
"4957" 1268 952 1218 882 841 1222
"2733" 813 942 1030 2860 3267 3806
"6709" 2797 3125 3069 32959 32675 40030
"89891" 82 27 69 284 248 443
"100506080" 36 14 46 20 22 23
"6418" 12384 9766 9234 12631 13259 15724
"29941" 104 29 63 115 65 66
"84885" 895 696 604 2373 2429 2970
"100506100" 78 30 31 155 154 141
"10444" 954 765 749 1123 1316 1556
"54662" 822 985 1050 2016 2201 2601
"2021" 222 134 160 642 546 736
"51490" 245 200 346 717 871 776
"883" 76 120 126 177 215 307
"56262" 2883 1897 2416 6267 4587 6334
"254295" 6 9 13 23 41 27
"22845" 72 65 46 708 979 920
"23511" 1690 1413 1818 7687 7516 8499
"56904" 2556 1831 1920 1947 2511 3023
"84895" 2019 1720 2214 1549 1551 1524
"57171" 235 220 244 839 993 903
"1384" 1442 1047 989 1458 1457 1798
"5524" 2088 1930 2370 6867 7919 7736
"389792" 4116 2721 2698 2559 1962 1790
"414318" 32 60 27 0 0 6
"100506119" 374 194 264 83 116 150
"100506190" 1610 1846 1096 4380 4828 4992
"100128077" 23 37 9 97 144 87
"375759" 31 12 12 0 6 0
"28989" 255 233 208 456 573 663
"140459" 4368 2359 2430 1578 1828 1995
"51450" 0 0 0 5 8 6
"100506231" 0 0 0 0 0 0
"9536" 1251 362 328 2 0 0
"27348" 766 818 625 3158 4247 3257
"1861" 1678 1340 1128 3910 4337 4396
"51759" 5432 3689 3621 3339 3481 3783
"10868" 1837 1643 1441 964 1073 1226
"23048" 8752 10813 8839 4978 6643 7319
"57720" 4935 5692 5608 5347 6905 8094
"401554" 0 0 0 52 50 36
"23413" 206 2 4 3258 4509 5466
"100289200" 0 0 0 0 2 0
"256158" 0 0 0 2 0 0
"445" 0 0 0 32 18 201
"100272217" 8 0 6 16 10 12
"8939" 1658 1846 1363 2716 2935 3458
"59335" 0 0 0 0 0 4
"23404" 522 600 799 674 767 951
"25" 2509 1439 2102 4027 4165 4886
"347148" 12 8 0 2 2 19
"84929" 11 0 0 0 6 1
"10319" 0 6 4 2 4 0
"83543" 6 1 0 0 0 20
"8021" 4979 4064 4914 2610 2759 3558
"100506425" 63 112 169 27 36 38
"286336" 5979 5680 7962 3972 4638 4703
"84814" 26 18 13 62 68 49
"84726" 9991 14396 12733 7465 9103 10089
"26786" 9 38 28 1 6 6
"692093" 115 208 169 33 28 17
"10585" 895 993 1149 1530 1881 1862
"83549" 2187 1692 1700 1155 1389 1808
"2889" 21376 17764 13579 31310 35190 36283
"9442" 447 402 328 617 781 936
"84628" 485 525 1006 15 32 20
"23064" 4726 7498 5179 7397 9410 9775
"7270" 555 390 631 671 647 793
"389799" 0 0 2 4 0 0
"56751" 0 0 2 3 0 12
"64794" 172 143 212 628 688 788
"9329" 931 531 1072 843 911 1070
"158067" 4 0 0 6 15 8
"11092" 42 8 23 26 41 87
"7248" 1890 2204 2244 3082 3341 3379
"8328" 20 38 20 8 0 0
"9328" 1612 1475 1864 1751 1954 2546
"1056" 17 6 2 42 98 43
"1057" 0 0 0 0 0 4
"5900" 5506 6903 3502 6860 8130 9422
"26301" 1554 827 805 2061 2597 2530
"29989" 0 0 0 0 0 0
"28" 36 12 90 40 35 89
"6838" 989 1229 1256 1961 1890 2188
"6837" 1431 1621 1696 2423 2281 2629
"6130" 53071 35538 33365 23058 24983 34319
"26820" 10 16 12 4 0 5
"26814" 12 9 2 0 4 1
"26815" 84 112 121 41 59 62
"26813" 73 43 60 37 22 37
"6834" 2143 1371 1044 1936 2280 1862
"6835" 509 239 314 317 300 422
"6836" 7050 5326 5004 14364 14207 18488
"169436" 55 19 10 12 34 30
"57109" 375 284 407 1356 1596 1641
"11093" 78 131 114 77 90 97
"11094" 323 392 291 317 419 531
"11182" 2907 2593 3773 848 824 802
"389827" 0 0 0 0 0 0
"9719" 12 2 0 4 8 28
"642968" 0 0 0 0 0 0
"1621" 6 0 8 24 40 7
"100506440" 22 26 8 40 34 35
"1757" 43 10 19 477 522 291
"7410" 2272 3150 1955 1145 1675 1589
"100128155" 20 32 18 0 0 6
"266655" 139 91 123 276 290 463
"8019" 2558 3288 2846 901 1020 1392
"100130548" 180 249 284 60 16 34
"11091" 1561 1207 1590 1880 1887 2444
"100151684" 0 0 0 0 0 0
"6256" 10363 11345 9932 14350 17782 18250
"100506532" 0 0 0 0 0 0
"1289" 0 0 0 4 0 0
"100506554" 0 0 0 0 0 0
"2220" 1 0 0 0 0 0
"2219" 150008 87822 124746 5435 3888 8524
"10439" 293 254 385 36 60 128
"157927" 0 0 0 0 0 0
"100506599" 7 0 1 20 17 24
"9858" 495 601 496 1879 1955 2028
"138162" 1 12 24 27 38 36
"51116" 1155 614 854 1323 1254 1608
"3933" 0 0 0 0 0 0
"29991" 0 0 0 0 0 0
"5047" 0 0 0 10 6 0
"100130954" 0 0 0 0 0 0
"360203" 0 0 0 0 0 0
"392399" 0 0 0 0 0 0
"402381" 0 0 0 4 0 0
"57582" 9 17 16 42 24 32
"157922" 3612 2509 3334 4446 5029 6529
"100506620" 20 24 35 75 123 105
"10422" 4207 3538 3434 3999 4439 4455
"138151" 1600 2204 1736 1131 1274 1509
"402382" 4 1 3 15 7 2
"90120" 392 275 467 3849 4411 4496
"100129999" 1 0 0 14 8 14
"8022" 8 0 6 0 0 0
"169714" 773 675 594 811 814 913
"100188917" 0 0 0 0 0 0
"26102" 0 0 0 0 0 0
"26086" 265 178 173 1008 971 993
"728489" 320 273 342 626 612 1222
"64170" 2791 3169 3769 3477 5002 4607
"6621" 1191 1187 1235 967 1362 1190
"10807" 671 447 526 1320 1397 1577
"23203" 2339 2080 2450 2646 2852 3742
"56623" 565 511 650 1038 1078 1003
"9919" 8563 10046 8008 7763 7949 9499
"158055" 0 1 0 25 14 25
"4851" 8300 11017 8658 6582 6804 9258
"401561" 2 0 2 12 25 103
"100505976" 4 0 0 0 1 0
"51162" 111 65 49 329 629 947
"406913" 0 3 0 0 0 0
"10555" 3717 2531 2304 5529 6059 7928
"138311" 86 43 83 119 126 161
"84973" 2750 2060 2024 611 784 957
"677824" 0 0 0 0 0 0
"677804" 0 0 0 0 0 0
"414332" 0 6 5 0 0 0
"158062" 3 0 0 0 0 0
"100128593" 0 0 0 0 0 0
"138307" 0 0 0 0 0 0
"389812" 0 0 0 0 0 0
"85014" 838 371 501 791 1129 1098
"84960" 34 70 59 114 114 170
"100131193" 32 47 48 121 168 179
"55684" 5860 4919 5445 7215 8179 8662
"100422860" 89 76 83 22 36 19
"389813" 63 68 84 174 72 84
"29085" 1622 1199 1191 6024 6921 6456
"158056" 385 424 394 1503 1747 1081
"8721" 4576 2956 3254 5059 5486 6296
"7186" 232 212 364 1011 893 950
"54461" 6937 4674 5227 12461 10842 13086
"733" 12 22 18 65 43 87
"286256" 2 0 4 18 21 30
"5730" 43 37 48 398 225 883
"401562" 4 0 0 34 28 53
"286257" 1460 1639 1322 671 652 619
"9022" 28 18 16 4 6 14
"20" 1946 2504 2451 4838 5061 5465
"401563" 288 231 593 444 405 595
"2529" 199 219 312 383 363 524
"56654" 196 101 113 326 299 209
"954" 0 10 20 0 0 0
"89958" 511 533 668 335 444 890
"91373" 4199 5391 5911 5639 7228 8281
"100289341" 149 92 118 164 115 273
"11253" 2040 1847 1942 4781 4732 6684
"29952" 9504 7183 6520 8115 8369 10740
"2902" 0 0 0 4 8 0
"389816" 0 0 0 6 0 14
"100505993" 0 0 0 0 0 0
"29882" 3412 3611 3670 2271 2653 3107
"8636" 1978 1544 1461 2535 2475 3101
"286262" 499 556 545 881 812 980
"94107" 684 896 644 1722 1544 1851
"27158" 3366 4252 3688 2767 3127 2859
"727800" 67 20 24 52 44 61
"100130547" 8 11 12 36 62 93
"375791" 0 0 0 0 0 0
"643596" 0 2 12 26 34 83
"142680" 5 8 17 79 58 106
"10383" 6801 3385 3151 9446 10121 13151
"401565" 10 8 2 0 4 0
"100129722" 4 8 6 14 6 3
"441476" 2 6 11 3 2 7
"25920" 2446 2195 2038 3477 3928 4122
"54863" 1406 1358 1154 4905 4630 4805
"441478" 520 320 72 59 19 22
"54932" 244 342 274 240 255 325
"10811" 535 986 1061 421 825 884
"377841" 9 18 34 4 9 4
"26012" 4587 4389 3735 1577 2642 2757
"375775" 173 197 175 980 925 1170
"64975" 866 1015 952 2360 2804 3184
"92715" 756 596 687 741 674 847
"116225" 303 183 268 920 869 943
"92714" 4007 3618 4244 1955 2627 2790
"85026" 265 202 263 344 388 394
"79813" 2671 3556 2789 2271 2743 3180
"643210" 2 22 12 5 4 2
"100506062" 18 42 25 4 0 10
"693187" 0 0 0 0 0 0
"100133077" 0 0 0 0 0 4
"774" 0 0 0 2 0 0
"643224" 6 28 67 6 10 23
"100132403" 642 489 790 22 10 8
"653348" 0 0 0 0 0 0
"100507453" 0 0 0 0 0 0
"643750" 0 0 0 0 0 0
"4549" 69999 52546 52969 61042 64570 65736
"4550" 234296 152351 173141 389224 398407 426093
"4535" 183699 143093 152763 126923 125924 202580
"4536" 189449 146836 132182 191879 178512 296583
"4512" 700085 657750 682264 775826 781103 1139457
"4513" 205827 158869 162825 227733 211618 344598
"4509" 1515 1158 1413 581 524 723
"4508" 163049 142593 123061 154045 144212 223092
"4514" 207697 183925 180327 192081 200384 335856
"4537" 57489 43152 37965 61833 55723 77423
"4539" 32506 27762 28778 55563 52433 77822
"4538" 228567 212238 202011 389890 391747 530223
"4540" 117308 107042 103242 210275 210754 283937
"4541" 47377 44199 35559 80549 81363 96477
"4519" 121134 113259 108774 140628 131234 211977
"389834" 0 0 0 0 0 0
"100233156" 0 0 0 0 0 0
"26080" 0 0 0 0 0 0
"100271840" 0 0 0 0 0 0
"644316" 0 0 0 0 0 0
"100506611" 0 0 0 0 0 0
"100288902" 0 0 0 0 0 0
"100288966" 0 0 0 0 0 0
"100289026" 0 0 0 0 0 0
"100289296" 0 0 0 0 0 0
"100506812" 0 0 0 0 0 0
"100289085" 0 0 0 0 0 0
"100507327" 0 0 0 0 0 0
"283788" 0 0 0 0 0 0
"100507395" 0 0 0 0 0 0
"100507412" 0 0 0 0 0 0
"100008588" 0 0 0 0 0 0
"100008587" 0 0 0 0 0 0
"100008589" 0 0 0 0 0 0
"100287163" 0 0 0 0 0 0
"100507485" 0 0 0 0 0 0
"285299" 0 0 0 0 0 0
"100505654" 0 0 0 0 0 0
"100287429" 0 0 0 0 0 0
"100287515" 0 0 0 0 0 0
"90462" 0 0 0 0 0 0
"100505874" 0 0 0 0 0 0
"100288119" 0 0 0 0 0 0
"100506283" 0 0 0 0 0 0
"100288711" 0 0 0 0 0 0
"100288255" 0 0 0 0 0 0
"100289097" 0 0 0 0 0 0
"100506976" 0 0 0 0 0 0
"100289134" 0 0 0 0 0 0
"100507051" 0 0 0 0 0 0
"55344" 174 328 54 66 87 57
"100505714" 0 1 0 0 0 0
"283981" 3 1 0 2 9 0
"28227" 0 4 25 4 18 83
"6473" 0 0 0 0 0 0
"64109" 4 2 0 0 0 0
"1438" 308 329 274 452 172 1232
"3563" 33 188 235 46 63 74
"293" 629 467 339 161 193 314
"80161" 47 136 41 75 130 90
"8623" 42 289 367 177 147 254
"286530" 90 119 132 85 23 27
"8227" 611 246 323 137 439 59
"438" 8 2 8 0 0 0
"207063" 78 154 28 27 56 45
"9189" 53 38 20 52 49 101
"401577" 287 30 52 60 13 85
"4267" 4534 403 153 5123 9352 2296
"7499" 4 0 0 2 2 0
"8908" 0 0 0 2 0 2
"414" 708 660 944 1324 1684 2083
"100506356" 0 0 0 0 0 0
"415" 0 0 0 0 2 2
"347527" 0 0 0 4 0 0
"416" 0 0 0 0 0 0
"25878" 0 0 0 0 0 0
"5613" 2316 2961 2890 3613 4905 3909
"100128355" 0 0 0 0 0 0
"389906" 48 47 20 198 218 208
"100506399" 1 0 0 0 0 0
"441528" 1 1 0 6 104 3
"100506426" 0 0 0 0 0 0
"100506453" 1 0 1 46 8 1
"729162" 3 0 0 170 6 0
"100506468" 1 0 0 0 0 0
"57502" 0 0 0 0 0 0
"51481" 0 0 0 0 0 0
"8226" 279 238 342 887 1102 1048
"412" 603 450 791 520 711 810
"26609" 0 0 0 0 0 0
"8228" 74 45 87 272 260 421
"100506502" 0 2 0 3 0 7
"723779" 0 0 0 0 0 0
"51480" 0 0 0 0 0 0
"425054" 0 0 0 0 0 0
"3730" 0 0 2 342 231 1176
"171482" 0 0 0 0 0 0
"171483" 0 0 0 2 0 5
"6907" 3585 4516 3454 2253 2623 2845
"4935" 2 19 2 6 16 14
"357" 0 0 0 0 6 0
"100288814" 0 0 0 0 0 0
"55841" 1659 1129 1990 1064 1155 1171
"1183" 87 38 75 51 103 42
"4281" 6 16 3 0 0 6
"3052" 571 541 369 1465 1606 1721
"395" 49 18 14 619 368 467
"265" 0 0 0 0 0 0
"10943" 2736 2812 3220 3097 3192 3413
"9758" 0 0 0 4 0 0
"5634" 732 573 656 1694 1994 2112
"51284" 144 544 381 467 744 785
"349408" 4 4 5 0 1 1
"51311" 1376 2824 1501 3113 2232 4369
"7114" 264 165 143 151 209 242
"100506583" 1 0 0 0 0 3
"171484" 0 0 0 1 3 6
"92552" 0 0 0 0 0 0
"100506610" 0 0 0 0 0 0
"25975" 0 0 0 0 0 0
"170082" 39 48 84 76 137 115
"9367" 1007 831 616 1307 1338 1769
"6399" 302 369 480 367 462 508
"8481" 650 693 860 732 818 808
"2824" 15 9 24 42 31 23
"54960" 211 186 161 216 318 317
"2742" 0 0 0 3 0 0
"2187" 31 28 64 61 75 53
"158747" 535 596 211 2953 3603 2856
"140462" 0 13 16 4 0 16
"140456" 0 0 0 0 0 2
"5277" 1974 1646 1406 606 724 882
"2277" 0 0 0 8 24 27
"8544" 0 0 0 446 696 572
"660" 0 0 0 10 2 8
"59272" 0 0 0 0 0 0
"100506630" 0 0 0 0 0 0
"57393" 0 0 6 0 10 38
"100506678" 0 12 44 0 4 14
"340591" 528 625 562 403 525 662
"100506661" 275 358 305 179 323 253
"11238" 417 510 392 256 302 345
"8551" 0 0 0 0 0 0
"8233" 1261 1198 1286 597 708 787
"8905" 9738 7754 8677 3799 5313 6816
"2925" 3 11 15 8 14 26
"645864" 0 0 6 2 2 0
"56474" 210 102 142 286 319 500
"795" 0 0 0 0 0 0
"94056" 5852 2209 1871 2132 2476 2953
"55787" 1166 736 964 478 564 674
"5931" 2996 2042 2408 3606 3693 4499
"9185" 396 624 562 221 339 373
"4810" 623 423 960 198 229 237
"6322" 2361 1287 1695 1152 1170 930
"10742" 0 0 0 0 0 0
"139105" 0 2 8 0 0 0
"10389" 18 12 36 29 54 55
"6792" 18 43 59 146 89 175
"6247" 0 0 0 6 8 6
"5475" 0 16 14 6 4 0
"100132163" 24 20 29 6 6 17
"5256" 1598 1880 1860 1196 1304 1394
"10149" 11 1 13 31 15 22
"5160" 1063 1003 1127 3503 3692 4618
"389840" 0 0 10 0 10 0
"30011" 9203 7268 6897 3714 4726 4591
"256643" 247 365 543 423 533 633
"729609" 2 1 3 0 0 0
"256714" 2 4 4 0 4 8
"1964" 2383 1459 1698 3067 3176 4349
"100158262" 8 4 3 2 2 0
"6197" 3362 3562 3951 12296 12568 15652
"22866" 24 27 4 0 0 0
"257240" 6 0 0 6 0 0
"23676" 0 0 0 0 0 0
"51360" 158 211 206 1246 1247 1791
"404281" 50 14 13 71 53 83
"6611" 2988 2081 1857 3965 5098 6775
"5251" 17 10 7 5 10 2
"100302266" 0 0 0 0 0 0
"158506" 0 0 0 0 0 0
"168400" 0 0 0 0 0 0
"139411" 0 0 0 0 0 0
"10549" 442 225 351 1895 2179 2897
"23597" 2590 2494 1560 2349 3119 2896
"6303" 80454 63131 60642 7153 8249 7967
"79135" 90 45 76 400 477 486
"254158" 0 0 0 0 0 4
"80311" 4272 3463 5678 830 854 1381
"1968" 16070 12653 12328 7765 8578 11421
"7543" 3116 2518 3319 1264 1326 1773
"170067" 0 0 0 0 0 0
"100130302" 0 0 0 0 0 0
"5165" 992 2104 1754 1240 1333 1886
"9468" 4 0 0 0 0 0
"5422" 248 156 272 509 619 925
"677773" 0 0 0 0 0 0
"170302" 6 0 0 0 0 4
"286514" 0 0 0 0 0 0
"158809" 0 0 0 0 0 0
"347541" 0 0 0 0 0 0
"139538" 0 0 0 0 0 0
"139420" 0 0 0 0 0 0
"347442" 0 0 0 0 2 0
"139422" 0 0 0 0 0 0
"139425" 0 0 0 0 0 0
"11141" 0 0 0 0 0 0
"4113" 0 0 0 0 0 0
"4114" 0 0 0 0 0 0
"4115" 0 0 0 0 0 0
"4112" 0 0 0 0 0 0
"190" 0 0 0 0 0 0
"80231" 815 657 857 1144 1293 1083
"2710" 617 838 647 3578 4059 4223
"257397" 2149 2615 1918 2079 2586 2669
"53940" 0 0 0 0 0 0
"1756" 0 0 0 22 29 55
"100302239" 0 0 0 0 0 0
"158724" 0 0 0 0 0 0
"83604" 0 0 0 2 0 0
"170062" 0 0 0 0 0 0
"139604" 0 0 0 0 0 0
"170063" 0 0 0 0 0 0
"286464" 0 0 0 0 0 0
"645090" 0 0 0 0 0 0
"442444" 0 0 0 0 0 0
"5638" 6 8 44 377 327 551
"347404" 0 0 0 38 54 79
"7504" 4 2 4 20 53 50
"1536" 26359 21701 23443 86857 100452 111304
"6990" 532 478 515 2278 2576 2898
